,Age,Workclass,Education-Num,MaritalStatus,Occupation,Relationship,Race,Sex,CapitalGain,CapitalLoss,Hoursperweek,Country,income,prediction,index
29318,22.0,?,10.0,Never-married,?,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,4640
12195,27.0,Private,13.0,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,4641
26300,50.0,Self-emp-not-inc,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,True,True,4642
4487,20.0,Private,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,12.0,Canada,False,False,4643
31279,20.0,?,10.0,Never-married,?,Own-child,White,Female,0.0,0.0,40.0,United-States,False,False,4644
9261,39.0,Private,6.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,60.0,United-States,False,False,4645
9478,47.0,Private,9.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,45.0,United-States,False,False,4646
31776,64.0,Private,9.0,Widowed,Sales,Not-in-family,White,Female,8614.0,0.0,50.0,France,True,True,4647
1064,49.0,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,80.0,United-States,True,False,4648
8715,62.0,Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,16.0,United-States,False,False,4649
19336,46.0,State-gov,9.0,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,38.0,United-States,False,False,4650
25397,80.0,?,9.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,25.0,United-States,False,False,4651
1695,51.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,1902.0,40.0,United-States,True,True,4652
8918,34.0,Self-emp-inc,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,True,True,4653
26541,54.0,Local-gov,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,32.0,United-States,True,False,4654
11901,40.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,United-States,False,False,4655
28122,26.0,Private,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States,False,False,4656
14005,76.0,?,9.0,Widowed,?,Not-in-family,White,Female,0.0,0.0,25.0,United-States,False,False,4657
30925,24.0,Self-emp-not-inc,10.0,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,False,False,4658
23134,60.0,Self-emp-inc,4.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,False,False,4659
23520,22.0,Federal-gov,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,4660
24028,49.0,Private,11.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024.0,0.0,60.0,United-States,True,True,4661
21045,36.0,Self-emp-not-inc,14.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,70.0,United-States,False,False,4662
24118,28.0,Private,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,30.0,United-States,False,False,4663
11018,43.0,Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,4664
30570,25.0,Private,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,False,False,4665
12715,37.0,Self-emp-not-inc,16.0,Never-married,Prof-specialty,Not-in-family,White,Male,14084.0,0.0,45.0,United-States,True,True,4666
15749,49.0,Federal-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,True,True,4667
3622,27.0,Private,9.0,Never-married,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,60.0,United-States,False,False,4668
20278,50.0,Local-gov,11.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,True,False,4669
30777,19.0,Private,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,8.0,United-States,False,False,4670
220,31.0,Private,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,4671
26451,41.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,False,False,4672
19748,66.0,Private,4.0,Widowed,Other-service,Not-in-family,Black,Female,0.0,0.0,10.0,United-States,False,False,4673
12275,35.0,Private,10.0,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,False,False,4674
28023,32.0,Private,13.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,4675
14220,41.0,Self-emp-inc,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2415.0,55.0,United-States,True,True,4676
24661,20.0,Private,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,30.0,United-States,False,False,4677
19161,23.0,Local-gov,9.0,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,4678
32095,27.0,Private,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,4679
32216,45.0,Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,1902.0,40.0,United-States,True,False,4680
8440,20.0,Private,9.0,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,4681
8077,43.0,State-gov,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,4682
23910,50.0,Private,6.0,Separated,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,47.0,Jamaica,False,False,4683
20503,35.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,False,False,4684
24323,53.0,Private,10.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,2444.0,45.0,United-States,True,True,4685
21276,47.0,Private,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,4686
7898,33.0,Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,4687
18983,24.0,Private,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,False,False,4688
28523,46.0,Local-gov,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,True,True,4689
4994,39.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,False,True,4690
8511,48.0,Self-emp-not-inc,13.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,United-States,False,False,4691
16538,22.0,Private,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,False,False,4692
13272,36.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,True,True,4693
13605,39.0,Private,7.0,Divorced,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,4694
24342,49.0,Self-emp-not-inc,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,70.0,United-States,False,False,4695
19269,36.0,Private,10.0,Divorced,Sales,Not-in-family,White,Female,3325.0,0.0,45.0,United-States,False,False,4696
9116,25.0,Private,9.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,4697
31502,42.0,Self-emp-not-inc,11.0,Married-civ-spouse,Transport-moving,Husband,White,Male,4386.0,0.0,80.0,United-States,True,True,4698
17240,52.0,Private,14.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,45.0,United-States,False,True,4699
6016,65.0,Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,9386.0,0.0,40.0,United-States,True,True,4700
17534,43.0,Private,9.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,60.0,United-States,False,False,4701
26971,38.0,Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,4702
10772,43.0,Self-emp-not-inc,13.0,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0.0,0.0,60.0,South,False,True,4703
393,34.0,State-gov,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,45.0,?,True,True,4704
4180,23.0,Private,9.0,Never-married,Transport-moving,Own-child,Black,Male,0.0,0.0,40.0,Haiti,False,False,4705
29202,33.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,4706
23071,25.0,Private,9.0,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,40.0,Mexico,False,False,4707
1210,44.0,Self-emp-inc,10.0,Married-civ-spouse,Sales,Husband,White,Male,5178.0,0.0,60.0,United-States,True,True,4708
9734,35.0,Private,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,8614.0,0.0,45.0,United-States,True,True,4709
21347,30.0,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,35.0,United-States,True,True,4710
26982,65.0,?,13.0,Married-civ-spouse,?,Husband,White,Male,0.0,2377.0,40.0,United-States,True,True,4711
25207,28.0,Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,4712
13866,63.0,Self-emp-not-inc,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,12.0,United-States,False,False,4713
6931,35.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,False,False,4714
22946,40.0,Federal-gov,9.0,Divorced,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,52.0,United-States,False,False,4715
29358,35.0,Private,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,True,False,4716
24726,24.0,Private,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,False,False,4717
10462,25.0,Private,9.0,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,False,False,4718
11378,20.0,Private,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,30.0,United-States,False,False,4719
19740,37.0,Private,9.0,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,27828.0,0.0,48.0,United-States,True,True,4720
21463,47.0,Private,13.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,4721
25421,59.0,Private,11.0,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,False,False,4722
25379,45.0,State-gov,14.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,45.0,United-States,False,False,4723
5220,44.0,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,True,True,4724
7585,19.0,Private,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,25.0,United-States,False,False,4725
4308,35.0,Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,99.0,United-States,False,False,4726
28328,21.0,Private,7.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,38.0,United-States,False,False,4727
23409,46.0,Private,9.0,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0.0,0.0,40.0,United-States,False,False,4728
13480,44.0,Private,7.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,True,False,4729
13031,35.0,Private,13.0,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,50.0,United-States,False,False,4730
8954,65.0,?,11.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,50.0,United-States,True,False,4731
8345,31.0,Private,9.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,4732
1100,68.0,?,4.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,8.0,United-States,False,False,4733
22464,24.0,Private,7.0,Never-married,Farming-fishing,Unmarried,White,Male,2463.0,0.0,40.0,United-States,False,False,4734
3059,40.0,Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,4735
5106,57.0,Private,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1672.0,45.0,United-States,False,True,4736
11069,34.0,Self-emp-not-inc,13.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,1887.0,48.0,United-States,True,True,4737
14747,49.0,Private,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,1876.0,40.0,United-States,False,False,4738
19906,28.0,Private,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,4739
32484,48.0,Private,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,4740
12664,28.0,Self-emp-inc,9.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,4741
32482,32.0,Private,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,4742
14898,37.0,Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,42.0,United-States,False,False,4743
13148,49.0,Self-emp-inc,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,False,True,4744
25461,38.0,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,Canada,False,True,4745
17242,30.0,Self-emp-inc,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,False,False,4746
28351,33.0,Private,10.0,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,38.0,United-States,False,False,4747
6661,51.0,Federal-gov,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,4386.0,0.0,40.0,United-States,True,True,4748
6209,33.0,Local-gov,9.0,Divorced,Protective-serv,Unmarried,White,Male,0.0,0.0,40.0,United-States,False,False,4749
17553,30.0,Private,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,44.0,United-States,False,False,4750
21603,31.0,Private,7.0,Divorced,Farming-fishing,Not-in-family,White,Male,0.0,0.0,50.0,United-States,False,False,4751
16818,55.0,State-gov,9.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,1887.0,40.0,United-States,True,True,4752
8592,37.0,Private,9.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,20.0,United-States,False,False,4753
25743,46.0,Local-gov,15.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,True,True,4754
713,40.0,Private,11.0,Married-civ-spouse,Tech-support,Husband,White,Male,4386.0,0.0,40.0,United-States,False,True,4755
19064,31.0,Private,4.0,Separated,Craft-repair,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,4756
873,51.0,Self-emp-not-inc,13.0,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.0,2415.0,40.0,China,True,True,4757
7640,44.0,Private,4.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,4758
23745,48.0,Private,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,65.0,United-States,True,False,4759
24952,24.0,Private,4.0,Separated,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,4760
25225,61.0,?,6.0,Divorced,?,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,4761
3243,25.0,Private,5.0,Never-married,Machine-op-inspct,Other-relative,White,Male,0.0,0.0,48.0,Mexico,False,False,4762
10157,24.0,Private,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,4763
19247,50.0,Private,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,True,True,4764
5757,57.0,Self-emp-not-inc,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,True,True,4765
20193,49.0,Private,16.0,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0.0,0.0,50.0,United-States,True,True,4766
15788,67.0,Private,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,1797.0,0.0,40.0,United-States,False,False,4767
16060,55.0,Local-gov,13.0,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,48.0,United-States,False,False,4768
22927,25.0,Private,10.0,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,4769
28524,73.0,Private,4.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,25.0,United-States,False,False,4770
29934,62.0,Private,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,50.0,United-States,True,True,4771
12323,30.0,Federal-gov,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,30.0,Japan,False,False,4772
12922,27.0,Private,10.0,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,False,False,4773
2811,53.0,Private,9.0,Widowed,Other-service,Unmarried,Black,Female,0.0,0.0,20.0,United-States,False,False,4774
19313,35.0,Local-gov,9.0,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,False,False,4775
5487,29.0,Private,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,True,False,4776
10556,77.0,Private,10.0,Widowed,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,20.0,United-States,False,False,4777
19187,66.0,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,15.0,United-States,True,True,4778
11076,47.0,Private,7.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,15.0,United-States,False,False,4779
31107,27.0,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,4780
23465,56.0,State-gov,9.0,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,False,False,4781
3183,40.0,Private,9.0,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,4782
28159,62.0,Local-gov,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,True,True,4783
20899,22.0,Private,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,35.0,United-States,False,False,4784
27255,37.0,State-gov,13.0,Never-married,Prof-specialty,Other-relative,White,Male,0.0,0.0,40.0,United-States,False,False,4785
9733,69.0,Private,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,24.0,United-States,False,False,4786
6096,51.0,Private,9.0,Separated,Machine-op-inspct,Not-in-family,White,Male,0.0,1876.0,40.0,United-States,False,False,4787
4810,40.0,Private,13.0,Divorced,Sales,Not-in-family,White,Male,0.0,1564.0,60.0,United-States,True,True,4788
7772,58.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,4789
5344,61.0,?,10.0,Married-spouse-absent,?,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,4790
1848,34.0,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,4791
30021,46.0,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,45.0,United-States,True,True,4792
30560,59.0,Local-gov,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,True,True,4793
5964,34.0,Self-emp-not-inc,9.0,Separated,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,False,False,4794
16386,38.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,41.0,United-States,False,False,4795
28570,48.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,60.0,United-States,True,False,4796
25163,79.0,?,14.0,Married-civ-spouse,?,Husband,White,Male,20051.0,0.0,40.0,Poland,True,True,4797
6603,40.0,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,True,False,4798
18206,37.0,Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,True,False,4799
31264,28.0,Private,10.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,4800
23863,24.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,False,False,4801
21261,45.0,Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,15024.0,0.0,40.0,United-States,True,True,4802
1263,73.0,Private,9.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,37.0,United-States,False,False,4803
10877,31.0,Private,9.0,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,False,False,4804
26155,64.0,Private,16.0,Widowed,Prof-specialty,Not-in-family,White,Male,0.0,0.0,80.0,United-States,True,True,4805
7702,69.0,State-gov,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,4806
24401,60.0,Self-emp-not-inc,15.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,True,True,4807
6155,33.0,Private,10.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,55.0,United-States,False,False,4808
20449,32.0,Private,9.0,Divorced,Machine-op-inspct,Own-child,Black,Female,0.0,0.0,40.0,United-States,False,False,4809
22882,45.0,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,True,True,4810
27437,43.0,Private,14.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,True,False,4811
21952,17.0,Private,7.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,30.0,United-States,False,False,4812
6100,54.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,False,False,4813
11224,42.0,Private,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,60.0,United-States,True,False,4814
18523,26.0,Private,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,4815
3480,59.0,Private,11.0,Married-civ-spouse,Tech-support,Husband,White,Male,7298.0,0.0,40.0,United-States,True,True,4816
11413,17.0,?,7.0,Never-married,?,Own-child,White,Female,0.0,0.0,35.0,United-States,False,False,4817
25053,61.0,?,9.0,Married-civ-spouse,?,Husband,Black,Male,0.0,0.0,6.0,United-States,False,False,4818
22089,18.0,Private,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,False,False,4819
20405,26.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,False,False,4820
17348,44.0,Private,13.0,Separated,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,7.0,United-States,False,False,4821
16897,40.0,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,50.0,United-States,True,True,4822
8841,54.0,Local-gov,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,52.0,United-States,False,False,4823
18755,54.0,Private,6.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,4824
23356,45.0,Private,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,2829.0,0.0,40.0,United-States,False,False,4825
22698,22.0,Private,13.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,10.0,United-States,False,False,4826
4424,43.0,Self-emp-not-inc,10.0,Divorced,Sales,Unmarried,White,Female,0.0,880.0,42.0,United-States,False,False,4827
7494,31.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,True,False,4828
14320,43.0,Private,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,True,True,4829
11208,29.0,Private,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,False,False,4830
14703,38.0,Private,10.0,Divorced,Adm-clerical,Unmarried,Other,Female,0.0,0.0,40.0,United-States,False,False,4831
16145,42.0,Private,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,Ecuador,False,True,4832
27538,27.0,Private,9.0,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,4833
24679,31.0,Private,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,25.0,United-States,True,False,4834
15478,24.0,State-gov,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,False,True,4835
11821,41.0,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,False,True,4836
14438,44.0,Self-emp-not-inc,9.0,Never-married,Craft-repair,Not-in-family,White,Male,14344.0,0.0,40.0,United-States,True,True,4837
22420,34.0,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,True,False,4838
21830,56.0,Private,4.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,4839
9291,54.0,Private,9.0,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,32.0,United-States,False,False,4840
10411,67.0,?,9.0,Married-civ-spouse,?,Husband,White,Male,3818.0,0.0,11.0,United-States,False,False,4841
31616,28.0,Private,9.0,Never-married,Other-service,Other-relative,Other,Male,0.0,0.0,48.0,Mexico,False,False,4842
13492,28.0,Private,13.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,4843
27332,46.0,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,Germany,True,True,4844
13100,50.0,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,4845
16059,19.0,Private,9.0,Separated,Adm-clerical,Own-child,White,Female,0.0,0.0,30.0,United-States,False,False,4846
20930,18.0,?,6.0,Never-married,?,Own-child,Black,Male,0.0,0.0,30.0,United-States,False,False,4847
20844,50.0,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,4848
20004,55.0,Private,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,4849
10173,49.0,Self-emp-not-inc,9.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,True,False,4850
22599,47.0,Federal-gov,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,70.0,United-States,False,False,4851
10372,24.0,Private,10.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,30.0,United-States,False,False,4852
28353,38.0,Private,11.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,False,False,4853
2317,58.0,Self-emp-inc,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,47.0,United-States,False,False,4854
22752,31.0,Private,10.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,4855
16225,57.0,Private,5.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,True,False,4856
7156,36.0,Private,9.0,Never-married,Sales,Unmarried,White,Male,0.0,0.0,60.0,United-States,True,False,4857
26319,46.0,Private,15.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,False,False,4858
24865,21.0,State-gov,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,35.0,United-States,False,False,4859
