,Age,Workclass,Education-Num,MaritalStatus,Occupation,Relationship,Race,Sex,CapitalGain,CapitalLoss,Hoursperweek,Country,income,prediction,index
19911,-0.92237884,4,-0.42005304,4,1,0,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,5420
24223,0.39722744,2,0.35733426,2,3,4,4,1,0.8950697,-0.21665621,-0.03542877,39,True,True,5421
12425,1.2036535,4,-1.586134,2,4,4,4,1,-0.14591824,-0.21665621,0.3695138,39,False,False,5422
20319,0.8370962,4,-2.363521,0,8,2,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5423
19821,-1.0690018,4,1.5234151,4,13,0,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,5424
8046,1.8634566,6,1.5234151,0,10,0,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,5425
21511,-0.9956903,4,-0.42005304,2,12,4,4,1,-0.14591824,-0.21665621,0.6124794,39,False,False,5426
24058,-1.5088705,4,-1.586134,4,12,0,4,1,-0.14591824,-0.21665621,-1.6551992,39,False,False,5427
26602,-0.9956903,4,-0.03135939,3,1,1,4,0,-0.14591824,-0.21665621,-1.4932221,39,False,False,5428
1063,-0.33588716,4,0.7460279,5,8,1,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5429
9111,-1.435559,7,-0.03135939,4,10,3,4,1,-0.14591824,-0.21665621,-2.4650843,39,False,False,5430
15671,0.030670146,4,-0.42005304,2,7,4,4,1,0.23714042,-0.21665621,-0.03542877,39,False,False,5431
28662,0.323916,4,-0.03135939,0,8,0,4,1,-0.14591824,-0.21665621,-0.84531397,39,False,False,5432
5589,-0.629133,4,1.1347215,2,4,4,4,1,-0.14591824,-0.21665621,0.3695138,39,True,True,5433
22748,0.17729306,6,1.5234151,2,12,5,4,0,-0.14591824,4.5034127,-0.44037136,39,True,True,5434
3370,-0.042641316,4,1.9121088,2,10,4,4,1,-0.14591824,-0.21665621,1.5843416,39,False,True,5435
19200,-0.9956903,4,1.1347215,4,10,3,1,1,-0.14591824,-0.21665621,-0.03542877,36,False,False,5436
2168,-0.48251006,6,0.35733426,0,12,1,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,5437
16042,-1.0690018,1,1.1347215,4,4,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5438
456,-0.629133,4,-0.42005304,2,4,5,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5439
13378,-0.115952775,2,1.5234151,0,4,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5440
16426,1.2769649,4,-1.1974403,2,14,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5441
22615,-0.92237884,4,1.1347215,4,12,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5442
32389,0.6171618,4,-0.03135939,2,8,4,4,1,-0.14591824,-0.21665621,0.53149086,39,True,False,5443
21301,-0.70244443,4,1.1347215,2,10,5,4,0,-0.14591824,-0.21665621,-0.44037136,39,True,False,5444
14489,-1.1423132,4,0.35733426,4,13,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5445
7848,0.4705389,2,1.1347215,2,11,4,4,1,-0.14591824,-0.21665621,0.77445644,39,True,True,5446
2519,-0.2625757,4,1.1347215,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5447
4893,-0.629133,4,-0.42005304,4,13,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5448
31592,1.4968994,4,1.5234151,2,13,4,4,1,-0.14591824,-0.21665621,-0.03542877,20,False,True,5449
4535,0.69047326,4,-1.586134,2,12,4,4,1,-0.14591824,-0.21665621,2.3942268,39,False,False,5450
14848,-0.4091986,4,-0.42005304,2,14,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5451
9781,1.4235879,4,0.35733426,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5452
1192,0.030670146,4,-0.42005304,2,14,4,4,1,-0.14591824,-0.21665621,1.5843416,39,False,False,5453
10541,-1.435559,4,-0.03135939,4,4,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5454
30684,0.030670146,4,-0.03135939,2,12,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,False,5455
24491,0.69047326,4,-1.1974403,2,8,5,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5456
30841,-0.115952775,4,-3.1409085,2,14,4,4,1,-0.14591824,-0.21665621,-0.03542877,5,False,False,5457
27543,-0.629133,4,-2.363521,2,3,4,4,1,-0.14591824,-0.21665621,0.6124794,39,False,False,5458
16362,1.4968994,2,-0.42005304,5,11,2,2,0,-0.14591824,5.5878873,-0.03542877,39,False,True,5459
31000,0.323916,4,-0.03135939,2,14,4,4,1,-0.14591824,-0.21665621,0.77445644,39,True,False,5460
27875,1.2036535,4,-0.42005304,2,8,5,2,0,0.17999981,-0.21665621,-0.44037136,39,False,False,5461
1335,-0.4091986,4,-0.03135939,4,10,0,4,0,0.351557,-0.21665621,-1.9791532,39,False,False,5462
13381,-0.4091986,6,1.1347215,4,12,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5463
21597,-0.042641316,6,-0.42005304,2,12,5,4,0,-0.14591824,-0.21665621,-1.3312451,39,True,False,5464
16894,0.8370962,6,1.1347215,0,12,0,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,5465
590,0.2506045,0,-0.42005304,2,0,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5466
31676,-0.33588716,5,-0.42005304,4,5,3,4,1,-0.14591824,-0.21665621,1.179399,39,False,False,5467
28021,-1.435559,2,-0.03135939,4,10,3,4,0,-0.14591824,-0.21665621,-1.6551992,39,False,False,5468
8707,-1.0690018,4,1.1347215,4,4,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5469
6454,0.10398161,4,-0.03135939,2,6,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5470
22789,-0.2625757,4,-0.03135939,4,14,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5471
28374,1.0570306,4,-0.42005304,2,8,4,2,1,-0.14591824,4.101388,-0.03542877,39,False,False,5472
8030,-0.33588716,4,1.1347215,4,12,0,4,1,-0.14591824,-0.21665621,-0.1974058,39,False,False,5473
22734,-0.70244443,4,1.1347215,4,12,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5474
28968,-0.70244443,4,-2.363521,0,3,1,4,0,-0.14591824,-0.21665621,1.179399,39,False,False,5475
18862,-0.115952775,6,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,0.3695138,39,False,False,5476
6985,1.2036535,7,1.1347215,2,1,4,4,1,0.8950697,-0.21665621,-0.1974058,39,True,True,5477
17007,-0.9956903,4,-0.03135939,4,12,3,2,0,0.31689352,-0.21665621,-0.84531397,39,False,False,5478
31740,0.10398161,4,-0.03135939,2,7,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5479
27209,-1.435559,7,-0.03135939,4,5,3,4,1,-0.14591824,-0.21665621,-2.3031073,39,False,False,5480
10018,0.4705389,4,-0.42005304,4,12,3,4,0,-0.14591824,-0.21665621,-1.7361877,39,False,False,5481
11443,-0.48251006,4,-0.42005304,4,14,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5482
22192,-1.5088705,4,-1.1974403,4,6,3,4,1,-0.14591824,-0.21665621,-2.3031073,39,False,False,5483
2075,-0.9956903,1,-0.42005304,4,1,3,2,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5484
1545,-0.8490674,4,1.1347215,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5485
21781,-0.9956903,4,1.1347215,4,12,1,1,1,-0.14591824,-0.21665621,0.2885253,30,False,False,5486
22448,0.76378477,4,1.9121088,4,10,0,4,0,-0.14591824,-0.21665621,1.179399,39,True,False,5487
4822,0.91040766,4,1.1347215,4,10,0,2,1,-0.14591824,-0.21665621,-0.44037136,39,False,False,5488
4933,-0.55582154,7,0.7460279,5,8,1,2,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5489
25489,-0.70244443,4,-0.42005304,4,8,1,2,0,-0.14591824,-0.21665621,-1.2502565,39,False,False,5490
25306,1.2769649,1,1.1347215,2,4,4,4,1,-0.14591824,-0.21665621,-0.03542877,33,True,True,5491
30859,-0.2625757,4,-0.42005304,0,8,1,2,0,-0.14591824,3.7390695,-0.03542877,39,False,False,5492
19088,0.323916,4,1.1347215,2,4,4,4,1,1.8883954,-0.21665621,0.77445644,39,True,True,5493
8960,1.3502764,2,-0.03135939,6,1,1,4,0,-0.14591824,-0.21665621,-0.03542877,26,False,False,5494
28356,0.17729306,4,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,-2.6270614,39,False,False,5495
30042,2.083391,0,-0.03135939,2,0,4,4,1,-0.14591824,-0.21665621,-2.7890384,39,False,False,5496
31040,-0.042641316,4,-1.1974403,0,3,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5497
4248,0.91040766,4,-1.1974403,4,8,0,2,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5498
27397,-0.48251006,2,1.1347215,0,10,1,4,0,-0.14591824,-0.21665621,-0.44037136,39,False,False,5499
19816,-0.55582154,4,1.1347215,4,4,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5500
7011,-1.1423132,0,1.1347215,4,0,3,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,5501
5873,-0.629133,6,-0.03135939,2,7,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5502
19815,0.4705389,4,0.7460279,0,1,1,2,1,-0.14591824,-0.21665621,-0.44037136,39,False,False,5503
2081,-0.33588716,4,1.1347215,2,4,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,True,5504
31112,-0.4091986,4,-0.42005304,0,4,0,4,1,-0.14591824,-0.21665621,1.5843416,39,False,False,5505
18100,-0.4091986,4,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5506
6019,-0.70244443,6,0.7460279,2,12,4,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,5507
8611,0.76378477,4,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5508
1361,0.9837191,4,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,False,5509
16133,-0.9956903,2,1.1347215,4,1,2,2,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5510
15215,-1.0690018,4,1.1347215,4,10,3,4,0,-0.14591824,-0.21665621,-1.6551992,39,False,False,5511
8494,-0.18926424,4,-1.9748275,2,7,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5512
16219,-0.55582154,4,-0.42005304,4,7,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5513
10641,0.2506045,4,-0.42005304,0,3,1,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5514
9874,1.2036535,5,-0.42005304,0,12,1,4,0,-0.14591824,-0.21665621,0.77445644,39,True,False,5515
17820,1.130342,6,-0.42005304,6,3,0,4,1,-0.14591824,4.7490945,-0.44037136,39,False,False,5516
31066,1.2036535,2,1.5234151,0,10,1,4,0,-0.14591824,-0.21665621,0.3695138,39,False,False,5517
11085,-0.7757559,0,-0.03135939,0,0,0,4,0,-0.14591824,-0.21665621,-0.84531397,39,False,False,5518
6473,-1.0690018,4,1.1347215,2,12,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5519
28764,0.39722744,4,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,False,5520
23220,0.030670146,4,1.1347215,0,1,0,1,0,-0.14591824,-0.21665621,-1.3312451,30,False,False,5521
29241,-0.4091986,4,1.9121088,2,10,4,4,1,-0.14591824,4.6895356,0.77445644,39,True,True,5522
28746,-0.042641316,4,1.1347215,2,4,4,4,1,1.8883954,-0.21665621,0.77445644,39,True,True,5523
15856,0.6171618,6,1.1347215,2,10,4,4,1,-0.14591824,4.7515764,-0.84531397,39,False,True,5524
22298,-1.5821819,4,-1.1974403,4,9,3,4,0,-0.14591824,-0.21665621,-1.2502565,39,False,False,5525
20300,0.17729306,4,-0.42005304,2,7,4,2,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5526
7303,-0.55582154,4,1.1347215,4,13,0,4,1,-0.14591824,-0.21665621,0.3695138,39,False,False,5527
801,-1.0690018,4,-0.42005304,4,8,3,2,1,-0.14591824,4.054237,-0.84531397,39,False,False,5528
30977,0.39722744,0,1.1347215,0,0,0,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,5529
15483,0.030670146,4,-0.42005304,0,9,1,2,0,-0.14591824,-0.21665621,-1.9791532,39,False,False,5530
3788,0.9837191,4,-0.42005304,2,4,4,4,1,-0.14591824,-0.21665621,0.77445644,39,True,False,5531
6030,1.2036535,6,-0.42005304,2,12,4,4,1,-0.14591824,-0.21665621,0.77445644,39,True,False,5532
14168,2.0100796,4,1.1347215,2,12,4,4,1,2.5690727,-0.21665621,-0.03542877,39,True,True,5533
681,-0.115952775,4,0.35733426,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,32,True,False,5534
4507,0.9837191,4,-0.03135939,2,7,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5535
19192,-0.8490674,4,1.9121088,4,10,0,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,5536
29312,1.7901452,4,-0.42005304,0,4,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5537
2880,-0.55582154,4,-0.42005304,4,6,2,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5538
30822,-1.2889361,0,-0.42005304,4,0,0,4,0,-0.14591824,-0.21665621,-1.6551992,39,False,False,5539
15679,0.4705389,2,1.5234151,2,10,4,4,1,-0.14591824,-0.21665621,0.77445644,39,True,True,5540
22311,-1.435559,4,-0.42005304,4,8,3,2,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5541
17722,-1.5821819,4,-1.1974403,4,8,3,4,0,-0.14591824,-0.21665621,-1.2502565,39,False,False,5542
32041,-0.7757559,2,-0.42005304,5,14,3,4,1,-0.14591824,-0.21665621,0.3695138,39,False,False,5543
23604,0.9837191,4,-0.03135939,0,4,1,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5544
29816,-1.435559,5,-0.42005304,4,12,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5545
11101,2.083391,6,-0.42005304,2,5,4,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,5546
3885,-0.8490674,4,-0.42005304,0,12,3,4,0,-0.14591824,-0.21665621,-0.44037136,39,False,False,5547
21735,0.2506045,4,-0.03135939,2,3,4,4,1,0.27424118,-0.21665621,0.3695138,39,True,False,5548
4760,1.130342,4,1.1347215,0,12,0,2,0,-0.14591824,-0.21665621,1.5843416,39,False,False,5549
2096,-0.92237884,4,1.1347215,4,10,0,1,1,-0.14591824,-0.21665621,-1.9791532,24,False,False,5550
12012,-0.48251006,1,-0.42005304,2,1,5,4,0,-0.14591824,-0.21665621,-0.03542877,39,True,False,5551
11277,-0.7757559,4,0.35733426,4,4,3,2,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5552
25894,0.76378477,4,1.5234151,2,10,4,4,1,-0.14591824,-0.21665621,0.77445644,39,True,True,5553
19537,-0.48251006,2,1.1347215,4,10,0,4,1,-0.14591824,-0.21665621,1.179399,39,False,False,5554
9064,-0.48251006,4,1.9121088,4,10,0,4,1,-0.14591824,-0.21665621,1.5843416,39,False,False,5555
20917,0.9837191,4,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5556
19817,0.9837191,5,-0.03135939,2,4,4,4,1,-0.14591824,-0.21665621,1.5843416,39,True,True,5557
18291,-0.33588716,4,0.35733426,2,3,4,4,1,-0.14591824,-0.21665621,1.017422,39,False,False,5558
1973,-0.629133,4,-0.42005304,2,8,4,4,1,-0.14591824,-0.21665621,1.179399,11,False,False,5559
5648,0.4705389,7,1.5234151,0,11,0,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,5560
22088,-0.55582154,4,-0.03135939,2,4,3,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,5561
13219,1.7168337,6,-0.42005304,6,1,2,4,0,-0.14591824,-0.21665621,-0.84531397,39,False,False,5562
2928,-0.7757559,4,1.1347215,4,1,3,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5563
11049,1.2036535,4,1.1347215,2,3,2,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5564
32110,-0.4091986,4,-0.42005304,0,3,0,4,1,-0.14591824,-0.21665621,1.5843416,39,False,False,5565
24243,-1.2889361,4,-0.42005304,4,3,2,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5566
23542,-0.70244443,7,-0.03135939,0,1,1,2,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5567
1538,-1.2156247,4,-1.586134,2,7,5,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5568
18679,-1.2156247,4,-1.9748275,4,14,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5569
16220,-0.18926424,4,1.1347215,2,4,4,4,1,0.842262,-0.21665621,0.77445644,39,True,True,5570
14976,-0.115952775,4,-0.42005304,2,14,4,4,1,-0.14591824,-0.21665621,0.93643343,39,False,False,5571
31920,-0.48251006,4,-0.03135939,4,1,0,4,0,-0.14591824,-0.21665621,1.5843416,39,False,False,5572
2015,-0.55582154,4,1.9121088,4,10,0,4,0,-0.14591824,-0.21665621,3.204112,0,False,False,5573
23078,0.8370962,4,2.3008025,2,10,4,4,1,1.8883954,-0.21665621,0.77445644,39,True,True,5574
23223,-0.629133,4,0.35733426,2,12,4,4,1,0.40436465,-0.21665621,-0.03542877,39,False,True,5575
15669,-0.55582154,4,1.1347215,2,4,4,2,1,-0.14591824,4.4661884,-0.03542877,39,True,True,5576
20337,-1.5088705,3,-1.1974403,4,0,3,4,0,-0.14591824,-0.21665621,-2.4650843,39,False,False,5577
19246,1.0570306,4,-0.03135939,6,4,1,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5578
11326,-0.92237884,4,-0.03135939,4,8,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5579
4579,0.323916,4,-0.03135939,0,10,1,4,0,-0.14591824,-0.21665621,-0.1974058,39,False,False,5580
17977,0.6171618,4,-0.42005304,4,1,2,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5581
8458,0.030670146,4,1.1347215,2,10,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,True,5582
29099,-1.2156247,4,-0.03135939,2,13,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5583
23059,0.030670146,4,-0.03135939,5,1,1,2,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5584
11835,-0.042641316,4,1.1347215,3,14,0,3,1,-0.14591824,-0.21665621,3.528066,19,False,False,5585
2909,1.2036535,5,1.9121088,2,4,4,4,1,-0.14591824,-0.21665621,0.77445644,0,True,True,5586
29592,-0.042641316,4,1.1347215,2,4,4,4,1,-0.14591824,-0.21665621,-0.03542877,0,True,True,5587
30882,1.5702108,2,-0.42005304,2,11,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5588
10092,-1.2156247,7,-0.03135939,4,1,0,3,1,-0.14591824,-0.21665621,-1.6551992,39,False,False,5589
14218,0.6171618,4,-0.42005304,2,8,4,4,1,-0.14591824,-0.21665621,-0.03542877,26,False,False,5590
676,-1.5821819,4,-0.80874664,4,8,3,4,1,-0.14591824,-0.21665621,-1.9791532,39,False,False,5591
29372,0.2506045,4,-0.42005304,4,8,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5592
639,0.9837191,6,2.3008025,2,10,4,4,1,-0.14591824,-0.21665621,1.5843416,39,True,True,5593
27329,-0.70244443,4,1.5234151,2,10,5,1,0,-0.14591824,-0.21665621,-0.03542877,17,True,True,5594
27989,-0.18926424,2,0.35733426,5,1,3,2,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5595
12704,0.17729306,1,1.5234151,2,4,4,4,1,-0.14591824,-0.21665621,1.5843416,39,True,True,5596
5573,-0.4091986,4,1.1347215,2,14,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5597
1523,-1.3622476,4,-0.03135939,4,5,3,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5598
20814,1.2769649,1,-0.03135939,5,8,0,2,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5599
28169,-0.629133,4,-0.03135939,0,3,0,2,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5600
22623,1.5702108,6,-1.1974403,2,5,4,4,1,-0.14591824,-0.21665621,-0.44037136,39,False,False,5601
20980,-0.629133,4,1.1347215,2,4,4,4,1,-0.14591824,-0.21665621,0.3695138,39,True,True,5602
16495,-1.1423132,4,-1.9748275,5,8,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5603
15170,-0.9956903,4,-0.03135939,4,12,0,4,1,-0.14591824,-0.21665621,-0.44037136,39,False,False,5604
1234,-0.55582154,4,-1.1974403,5,8,0,2,0,-0.14591824,-0.21665621,0.12654826,39,False,False,5605
24253,0.39722744,4,-0.03135939,2,12,4,4,1,-0.14591824,-0.21665621,0.6124794,39,False,False,5606
26181,0.54385036,4,-1.586134,0,7,1,2,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5607
27491,-1.2889361,2,-0.03135939,4,1,0,4,0,-0.06548811,-0.21665621,-2.9510155,39,False,False,5608
28966,0.030670146,1,-0.03135939,0,1,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,False,5609
27708,0.69047326,4,-2.363521,2,7,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5610
7448,-1.3622476,4,-0.42005304,4,12,3,4,0,-0.14591824,-0.21665621,-2.6270614,26,False,False,5611
8528,1.8634566,4,-0.03135939,4,1,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5612
20611,-0.8490674,6,1.1347215,4,10,3,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5613
24224,-0.92237884,4,-0.42005304,2,12,4,4,1,-0.14591824,-0.21665621,1.9892842,39,False,False,5614
6928,0.54385036,6,-2.363521,2,4,4,4,1,-0.14591824,-0.21665621,2.7991693,12,False,False,5615
13174,-0.70244443,4,-0.42005304,2,4,4,4,1,-0.14591824,-0.21665621,-0.03542877,11,False,False,5616
7549,-0.7757559,2,-0.42005304,4,8,3,2,1,-0.14591824,-0.21665621,-0.84531397,39,False,False,5617
11283,0.030670146,5,1.5234151,2,4,4,4,1,-0.14591824,-0.21665621,0.77445644,39,False,True,5618
27319,0.323916,6,1.1347215,5,3,1,4,1,-0.14591824,-0.21665621,-0.44037136,39,False,False,5619
12703,2.2300138,4,-0.42005304,2,1,4,4,1,-0.14591824,-0.21665621,-0.35938284,39,False,False,5620
11932,-1.2889361,4,-0.42005304,4,8,3,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5621
12949,0.030670146,6,-0.42005304,2,5,4,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,5622
25581,0.39722744,4,1.1347215,2,12,4,4,1,-0.14591824,-0.21665621,0.77445644,39,True,True,5623
4375,-0.4091986,4,-0.42005304,4,3,0,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,5624
22749,1.936768,4,1.1347215,2,4,4,4,1,13.394372,-0.21665621,-0.03542877,39,True,True,5625
11371,1.7901452,4,-0.42005304,0,10,0,4,0,-0.14591824,-0.21665621,2.5562038,39,False,False,5626
12368,-1.0690018,4,-0.03135939,4,1,3,4,1,-0.14591824,-0.21665621,-0.03542877,19,False,False,5627
31202,-0.8490674,4,-0.42005304,2,8,4,4,1,-0.14591824,-0.21665621,-0.03542877,31,False,False,5628
13587,1.4235879,7,-1.9748275,2,5,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5629
4280,-0.629133,4,0.35733426,2,6,4,4,1,-0.14591824,-0.21665621,-0.03542877,26,False,False,5630
13730,0.4705389,4,-0.42005304,2,7,4,4,1,-0.14591824,-0.21665621,0.2885253,39,True,False,5631
9826,-0.4091986,4,1.1347215,2,1,4,4,1,-0.14591824,-0.21665621,1.5843416,20,True,False,5632
22601,1.5702108,5,-0.42005304,2,8,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5633
245,1.2769649,4,-0.42005304,2,1,4,4,1,-0.14591824,-0.21665621,-0.44037136,0,False,False,5634
29490,-0.70244443,4,-0.42005304,2,1,5,4,0,-0.14591824,4.8880663,-1.6551992,39,False,False,5635
6575,0.4705389,4,-0.42005304,4,6,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5636
9741,-0.8490674,4,-0.42005304,2,6,4,2,1,-0.14591824,-0.21665621,3.204112,39,True,False,5637
2892,1.2769649,4,1.9121088,2,4,4,4,1,-0.14591824,-0.21665621,-1.9791532,39,False,True,5638
21034,0.39722744,6,-0.03135939,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5639
13007,-1.435559,4,-0.42005304,4,8,3,4,0,-0.14591824,-0.21665621,0.93643343,39,False,False,5640
17884,0.39722744,4,1.9121088,2,10,4,4,1,-0.14591824,-0.21665621,0.77445644,39,True,True,5641
28086,-0.55582154,4,-0.42005304,5,8,1,2,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5642
21464,-0.92237884,4,0.35733426,2,3,4,4,1,-0.14591824,-0.21665621,1.9892842,39,True,False,5643
16444,-0.70244443,4,-0.42005304,4,4,0,4,0,-0.14591824,-0.21665621,0.3695138,39,False,False,5644
24596,1.7168337,8,0.7460279,2,5,4,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,5645
25779,-0.70244443,4,-0.42005304,0,6,3,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,5646
29017,-0.8490674,2,-0.42005304,2,4,4,4,1,-0.14591824,-0.21665621,3.204112,39,True,False,5647
20828,1.3502764,4,-2.752215,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5648
4197,0.91040766,1,-0.03135939,2,11,4,1,1,-0.14591824,-0.21665621,2.3942268,0,False,True,5649
30182,2.5965712,6,1.1347215,2,4,4,4,1,-0.14591824,4.312327,-2.3031073,39,True,True,5650
28212,-0.2625757,4,-0.03135939,2,12,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5651
15296,1.130342,6,0.7460279,2,12,4,4,1,-0.14591824,-0.21665621,0.77445644,39,True,True,5652
5250,1.7901452,4,-0.42005304,2,12,4,4,1,0.40436465,-0.21665621,-0.03542877,39,False,False,5653
28286,0.9837191,2,0.35733426,2,11,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,False,5654
389,-1.435559,4,-0.42005304,4,8,2,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,5655
19811,-0.042641316,4,-0.03135939,2,8,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5656
14481,-0.4091986,4,-0.42005304,2,14,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5657
7142,0.69047326,4,-0.42005304,2,13,4,4,1,-0.14591824,-0.21665621,3.9330087,39,False,True,5658
11497,-1.2889361,4,-0.03135939,4,3,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,5659
21792,-0.4091986,4,-0.42005304,2,12,4,4,1,-0.14591824,-0.21665621,1.5843416,39,True,False,5660
15399,-1.3622476,4,-0.03135939,4,5,0,4,1,-0.14591824,-0.21665621,2.5562038,39,False,False,5661
